,hotel_name,hotel_url,city_name,score,description,location,hotel_latitude,hotel_longtitude
852,Hotel centre Rouen,https://www.booking.com/hotel/fr/cenntre-rouen.html,Rouen,7.2,"Attractively located in Rouen, Hotel centre Rouen features a buffet breakfast and free WiFi throughout the property. The property is around 3.3 km from Voltaire Station, Rouen, 1.5 km from Gare de Rouen Rive Droite and 3.6 km from Rouen Kindarena Sports Hall. The property is non-smoking and is situated 400 m from Notre-Dame Cathedral of Rouen. At the hotel, rooms are fitted with a desk and a flat-screen TV. At Hotel centre Rouen rooms are equipped with bed linen and towels. Hotel de ville de Soteville Station, Rouen is 4.1 km from the accommodation, while 14-juillet Tramway Station, Rouen is 4.9 km from the property. The nearest airport is Beauvais–Tillé Airport, 84 km from Hotel centre Rouen. ","1 Rue Petit de Julleville, 76000 Rouen, France",49.43887600,1.09563268
853,"The Originals City, Hôtel Notre Dame, Rouen",https://www.booking.com/hotel/fr/hotel-notre-dame.html,Rouen,7.4,"Inter-Hotel Rouen Notre Dame is in the centre of Rouen, between the cathedral and the River Seine. It is 3 km from the Kindarena Stadium. The rooms have a TV and free WiFi internet access. Many rooms were renovated in 2019. Breakfast is also served each morning at a rate of €12.00 per adult and €8.00 for children under 10 years old The Gothic Notre Dame Cathedral, Gros Horloge astronomical clock and the modern St Joan of Arc Church are within walking distance of Hotel Notre Dame. Please note our establishment is not suitable for people with reduced mobility. ","4 Rue De La Savonnerie, 76000 Rouen, France",49.43853490,1.09345078
854,Hôtel De La Cathédrale,https://www.booking.com/hotel/fr/de-la-cathedrale.html,Rouen,7.8,"Set just 50 m from the Rouen Cathedral, in the heart of the city's historic centre, this hotel has a timber-framed façade dating from the 17th century and is located 4 km from the Kindarena Stadium. Guests are invited to enjoy afternoon tea in a room leading onto the patio. Secure and paid public parking is available nearby. All of the individually decorated rooms feature flat-screen TVs and cable channels, and some include a lounge area. The en suite bathrooms at Hotel De La Cathédrale are equipped with hairdryers. A buffet-style breakfast can be enjoyed every morning in the hotel's breakfast room, decorated in a traditional Norman style. The Rouen-Rive-Droite Train Station is located just 1.6 km from the hotel and the Church of St. Ouen is a 5-minute walk away. ","12 Rue Saint Romain, 76000 Rouen, France",49.44011681,1.09693363
855,Golden Junior,https://www.booking.com/hotel/fr/golden-junioir.html,Rouen,8.3,"Located just 2.3 km from Voltaire Station, Rouen, Golden Junior provides accommodation in Rouen with access to a restaurant, a bar, as well as a 24-hour front desk. This apartment is 3.1 km from Rouen Kindarena Sports Hall and 4.3 km from Hotel de ville de Soteville Station, Rouen. The apartment comes with a satellite flat-screen TV and 1 bedroom. Towels and bed linen are featured in the apartment. The apartment offers a hot tub. Popular points of interest near Golden Junior include Notre-Dame Cathedral of Rouen, Gare de Rouen Rive Droite and Musee des Beaux-Arts de Rouen. The nearest airport is Beauvais–Tillé Airport, 84 km from the accommodation. ","29 Rue de la Savonnerie, 76000 Rouen, France",49.43867360,1.09251560
856,Comfort Hotel Rouen Alba,https://www.booking.com/hotel/fr/albarouen.html,Rouen,7.1,"Located 5 minutes' walk from the historic Old Town of Rouen and 3 km from the Kindarena Stadium, the Comfort Hotel Alba offers accommodation free WiFi. Breakfast is available daily at an extra cost. Accessed by a staircase, the guest rooms at Comfort Hotel Alba feature a TV. A refrigerator can be added upon request and subject to availability. Some rooms offer a view of Rouen’s Notre-Dame Cathedral. The en-suite bathrooms feature a shower, toilet and hairdryer. Guests can also make use of the complimentary toiletries. Comfort Hotel Alba is close to Rouen’s historical attractions such as the Gros Horloge monument which is a 7-minute walk away and the Joan of Arc Tower, 13 minutes on foot. Our property does not have a private car park. You will find a public car park ""Parking de la Cathédrale"" 10 m from the hotel (€15.00 for 24 hours) or parking spaces in the street (€3.80 per ticket for a maximum of 2 hours) and free between 7 p.m. and 9 a.m. (free on Sundays). Rouen-Orléans Train Station is 3 km away from the property. Please note that our establishment is not suitable for people with reduced mobility. ","12, place du Gaillardbois, 76000 Rouen, France",49.43844769,1.09431311
857,Le mini loft,https://www.booking.com/hotel/fr/le-mini-loft-rouen.html,Rouen,8.6,"Set in Rouen, 300 m from Notre-Dame Cathedral of Rouen, Le mini loft offers accommodation with a tennis court, free WiFi, a 24-hour front desk, and dry cleaning services. The apartment is in an area where guests can engage in activities such as cycling and squash. The apartment has 1 bedroom, a flat-screen TV with satellite channels, an equipped kitchen with a fridge and an oven, a washing machine, and 1 bathroom with a shower. Towels and bed linen are offered in the apartment. Guests at the apartment can enjoy billiards on site, or go hiking or canoeing in the surroundings. Gare de Rouen Rive Droite is 1.2 km from Le mini loft, while Voltaire Station, Rouen is 3.4 km from the property. The nearest airport is Beauvais–Tillé Airport, 83 km from the accommodation. ","9 Rue Saint-Amand, 76000 Rouen, France",49.44152380,1.09676430
858,Gaylor,https://www.booking.com/hotel/fr/gaylor.html,Rouen,9.6,"Attractively situated in the centre of Rouen, Gaylor offers a balcony. The accommodation is 300 m from the Notre-Dame Cathedral of Rouen and has free WiFi throughout the property. This apartment features 1 bedroom, a kitchen with a fridge and an oven, a flat-screen TV, a seating area and 1 bathroom fitted with a shower. Towels and bed linen are available in the apartment. Gare de Rouen Rive Droite is 1.1 km from the apartment, while Voltaire Station, Rouen is 2.8 km from the property. The nearest airport is Beauvais–Tillé Airport, 84 km from Gaylor. ","17 rue du bec , 76000 Rouen, France",49.44156580,1.09119540
859,ROUEN centre ville Palais de Justice,https://www.booking.com/hotel/fr/rouen-centre-ville-palais-de-justice.html,Rouen,8.3,"Offering free WiFi, ROUEN centre ville Palais de Justice is located in the centre of Rouen within 400 m of Notre-Dame Cathedral of Rouen and 1.1 km from Gare de Rouen Rive Droite. Guests staying at this apartment have access to a fully equipped kitchen. The apartment is equipped with a flat-screen TV. Towels and bed linen are provided in the apartment. Rouen Kindarena Sports Hall is 2.9 km from the apartment, while Voltaire Station, Rouen is 3.2 km away. The nearest airport is Beauvais–Tillé Airport, 84 km from ROUEN centre ville Palais de Justice. ","3 éme étage 1 Rue Percière, 76000 Rouen, France",49.44123006,1.09083280
860,LIFE RENAISSANCE - New Concept - Place Kléber,https://www.booking.com/hotel/fr/life-renaissance-new-concept.html,Strasbourg,9.2,"Set in Strasbourg, LIFE RENAISSANCE - New Concept - Place Kléber offers studios and apartments with free WiFi and air conditioning. Each unit has a kitchen with a microwave, toaster, a coffee machine, as well as a fridge and kettle. There is a seating and a dining area in all units. Petite France District, Strasbourg Christmas Market and Strasbourg Cathedral are 500 m away. The nearest airport is Strasbourg International Airport, 12 km from the property. ","30 Place Kleber, 67000 Strasbourg, France",48.58372948,7.74516125
861,Le Kléber Hôtel,https://www.booking.com/hotel/fr/le-kleber.html,Strasbourg,7.7,The Kleber Hotel is located in the historic city centre of Strasbourg. It offers nicely decorated guestrooms with flat-screen TV and free internet access. The central location of the Kleber Hotel in a pedestrian district allows for easy access to the nearby Petite France area and the renowned Christmas markets. A taxi rank and tram stop are also nearby. Breakfast is served in a warm and friendly dining area that overlooks Place Kleber and the Strasbourg Cathedral. ,"29 Place Kleber, 67000 Strasbourg, France",48.58373253,7.74504483
862,The POINT CITY-Center - Place KLEBER,https://www.booking.com/hotel/fr/the-point-strasbourg-strasbourg.html,Strasbourg,8.8,"Located in Strasbourg within 300 m of Strasbourg Cathedral and of Petite France, The POINT Strasbourg - Live from the Main Square provides accommodation with a flat-screen TV and a kitchen. Free WiFi is available. All air-conditioned units are equipped with a microwave, fridge, a coffee machine, a stovetop and kettle. There is also a fully equipped private bathroom with a shower and a hair dryer. Popular points of interest near the apartment include Strasbourg Christmas Market, Strasburg History Museum and The 'Petite France'. The nearest airport is Strasbourg International Airport, 10 km from The POINT Strasbourg. ","Place Kleber 2 Rue de l'Outre, 67000 Strasbourg, France",48.58347054,7.74690192
863,Adagio Strasbourg Place Kleber,https://www.booking.com/hotel/fr/adagio-city-aparthotel-strasbourg-place-kleber.html,Strasbourg,8.2,"Set in the heart of Strasbourg’s historical district and 700 m from the main train station, this eco-friendly residence offers free WiFi internet access. Adagio Strasbourg Place Kleber offers air conditioned apartments which come with a well-equipped kitchen and TV including international channels. Place de l'Homme de Fer Tram Stop is 100 m away and the residence is 12 km from Strasbourg Airport. ","4 Rue De La Haute Montée, 67000 Strasbourg, France",48.58424797,7.74583608
864,"Studio Pelletiers, 4 personnes – City center",https://www.booking.com/hotel/fr/cosy-apart-2-47-4p-very-central.html,Strasbourg,7.9,"Situated only 1.3 km from St. Paul's Church, Studio Pelletiers, 4 personnes – City center is a 2-star property attractively set in the centre of Strasbourg. The 2-star apartment is 500 m from Strasbourg History Museum. The air-conditioned apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a fridge and a coffee machine, and 1 bathroom with a shower and free toiletries. Towels and bed linen are available in the apartment. Strasbourg Cathedral is 400 m from the apartment, while Jardin botanique de l'Université de Strasbourg is 1.8 km from the property. The nearest airport is Strasbourg International Airport, 11 km from Studio Pelletiers, 4 personnes – City center. ","2 Ruelle des Pelletiers, 67000 Strasbourg, France",48.58266541,7.74647851
865,"Le Tanneur, Appartement vintage hypercentre",https://www.booking.com/hotel/fr/le-tanneur-appartement-vintage-hypercentre.html,Strasbourg,4.6,"Set in the centre of Strasbourg, 1.5 km from St. Paul's Church and 700 m from Strasbourg History Museum, Le Tanneur, Appartement vintage hypercentre offers free WiFi. This apartment is 3.5 km from Strasbourg Exhibition Centre and 3.7 km from European Parliament. The apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a fridge and a coffee machine, and 1 bathroom with a bath and a hairdryer. Towels and bed linen are offered in the apartment. Strasbourg Cathedral is 700 m from the apartment, while Jardin botanique de l'Université de Strasbourg is 1.9 km from the property. The nearest airport is Strasbourg International Airport, 11 km from Le Tanneur, Appartement vintage hypercentre. ","5 Rue du Fossé-des-Tanneurs, 67000 Strasbourg, France",48.58359610,7.74439370
866,LE 39,https://www.booking.com/hotel/fr/le-39-strasbourg1.html,Strasbourg,8.8,"LE 39 is situated in Strasbourg, 500 m from Strasbourg Christmas Market and 600 m from Strasburg History Museum, in an area where hiking can be enjoyed. It is located 400 m from The 'Petite France' and provides free WiFi plus an ATM. The apartment features 2 bedrooms, a flat-screen TV with cable channels, an equipped kitchen with a dishwasher and a microwave, a washing machine, and 1 bathroom with a bath. St. Paul's Church is 2.8 km from the apartment, while Strasbourg Cathedral is 3.3 km away. The nearest airport is Strasbourg International Airport, 12 km from LE 39. ","39 Rue du Vingt-Deux Novembre, 67000 Strasbourg, France",48.58271429,7.74474257
867,"Maison Rouge Strasbourg Hotel & Spa, Autograph Collection",https://www.booking.com/hotel/fr/maisonrouge.html,Strasbourg,8.8,"Situated in the pedestrian area around Place Kléber, the historic Maison Rouge features ancient stained-glass windows and rooms decorated with individual character. Guests will benefit from free WiFi throughout the hotel. The rooms at Maison Rouge feature a minibar and satellite TV and can accommodate guests with reduced mobility. Each is serviced by the hotel’s traditional lift and has an en suite bathroom with a bath or shower. Additional facilities include daily newspapers and a 24-hour reception. Outside of the hotel, the local tram system provides access to historical Strasbourg including rue de Mésange, 5 minutes away. ","4, Rue des Francs Bourgeois, 67000 Strasbourg, France",48.58237114,7.74588235
868,Appartement Place Kléber,https://www.booking.com/hotel/fr/luckey-homes-apartments-rue-de-la-grange.html,Strasbourg,7.9,"Offering free WiFi, Appartement Place Kléber  is situated in the heart of Strasbourg within a 4-minute walk of The 'Petite France' and 500 m from Strasbourg Cathedral. This apartment is 500 m from Strasbourg Christmas Market and 600 m from Strasburg History Museum. The apartment is fitted with 1 separate bedroom and includes a kitchen with an oven and a dining area. A TV is offered. St. Paul's Church is 1.2 km from the apartment. The nearest airport is Strasbourg International Airport, 10 km from Appartement Place Kléber. ","1 Rue de la Grange, 67000 Strasbourg, France",48.58304420,7.74432760
869,Appartement 2P Strasbourg centre - Homme de fer,https://www.booking.com/hotel/fr/appartement-2p-strasbourg-centre-homme-de-fer.html,Strasbourg,7.0,"Located in the centre of Strasbourg, just 1.5 km from St. Paul's Church and 700 m from Strasbourg History Museum, Appartement 2P Strasbourg centre - Homme de fer provides accommodation with city views and free WiFi. It is set 700 m from Strasbourg Cathedral and offers a 24-hour front desk. This apartment comes with 1 bedroom, a flat-screen TV, a dining area, a kitchen with a fridge, and a living room. Towels and bed linen are provided in the apartment. If you would like to discover the area, hiking is possible in the surroundings and the apartment can arrange a car rental service. Jardin botanique de l'Université de Strasbourg is 1.9 km from Appartement 2P Strasbourg centre - Homme de fer, while Strasbourg Exhibition Centre is 3.6 km away. The nearest airport is Strasbourg International, 11 km from the accommodation, and the property offers a paid airport shuttle service. ","6 Rue du Fossé-des-Tanneurs, 67000 Strasbourg, France",48.58382260,7.74416430
870,LIFE VOYAGE & SPA by Life Renaissance,https://www.booking.com/hotel/fr/life-voyage-amp-spa-by-life-renaissance.html,Strasbourg,9.2,"LIFE VOYAGE & SPA by Life Renaissance provides a sauna and a hot tub, as well as air-conditioned accommodation with free WiFi in the centre of Strasbourg, 500 m from Strasbourg Cathedral. The accommodation features a hot tub and a spa bath. Featuring a kitchen with a fridge and an oven, each unit also comes with a safety deposit box, a satellite flat-screen TV, ironing facilities, wardrobe and a seating area with a sofa bed. There is a private bathroom with shower in every unit, along with free toiletries, a hairdryer and slippers. A terrace is available for guests to use at the apartment. Popular points of interest near LIFE VOYAGE & SPA by Life Renaissance include St. Paul's Church, Jardin botanique de l'Université de Strasbourg and Strasbourg History Museum. The nearest airport is Strasbourg International Airport, 12 km from the accommodation. ","8 Rue de la Mésange, 67000 Strasbourg, France",48.58422606,7.74713510
871,Hotel Le 21ème,https://www.booking.com/hotel/fr/alpha-le-21eme.html,Strasbourg,7.2,"The Hotel Le 21Ème is located in central Strasbourg, a short walk from the Petite-France area and Place Kléber. All accommodation has lift access, a private bathroom, TV and free Wi-Fi. The Hotel Le 21Ème is situated on Strasbourg’s Grande Île and guests can visit the Cathedral and the Musée des Beaux-Arts, a 10-minute walk away. ","21 rue du Fossé des Tanneurs, 67000 Strasbourg, France",48.58315586,7.74399340
872,Résidence 12 Rue de la Mesange - City Center,https://www.booking.com/hotel/fr/residence-12-rue-de-la-mesange-city-center.html,Strasbourg,8.7,"Located 400 m from Strasbourg Cathedral and 1.2 km from St. Paul's Church, Résidence 12 Rue de la Mesange - City Center in Strasbourg provides air-conditioned accommodation with views of the city and free WiFi. The accommodation comes with a TV and a private bathroom with shower and a hairdryer, while the kitchen features a fridge, an oven and a dishwasher. A microwave and stovetop are also provided, as well as a coffee machine and a kettle. If you would like to discover the area, cycling is possible in the surroundings. Jardin botanique de l'Université de Strasbourg is 1.7 km from the apartment, while Strasbourg Exhibition Centre is 2.7 km away. The nearest airport is Strasbourg International Airport, 12 km from Résidence 12 Rue de la Mesange - City Center. ","12 Rue de la Mésange, 67000 Strasbourg, France",48.58418870,7.74727450
873,Loft des Arcades *** – City center,https://www.booking.com/hotel/fr/loft-chaleureux-47-hypercentre.html,Strasbourg,8.7,"Situated in the City-Centre - Petite France of Strasbourg, 500 m from Strasbourg Christmas Market and 300 m from Strasbourg Cathedral, Loft des Arcades *** – City center offers free WiFi. The property is 1.3 km from St. Paul's Church and 1.8 km from The Botanical Gardens. The apartment is equipped with 2 separate bedrooms and includes a kitchen with a fridge and a dining area. The property also has 1 bathroom with free toiletries. Strasburg History Museum is 2.2 km from the apartment, while Exposition Park, Strasbourg is 2.6 km from the property. Strasbourg International Airport is 13 km away. ","51 Rue des Grandes Arcades, 67000 Strasbourg, France",48.58245513,7.74748503
874,Mercure Strasbourg Centre,https://www.booking.com/hotel/fr/mercure-strasbourg-centre.html,Strasbourg,7.4,"The Mercure Strasbourg Centre is ideally located in the heart of Strasbourg, 650 m from Notre Dame Cathedral and the picturesque district known as Petite France. Guest rooms are decorated with modern furniture. All air-conditioned rooms are equipped with a flat-screen TV and Wi-Fi access, while a bottle of water is also provided in the room. Each room has a private bathroom with bath or shower. Mercure Strasbourg Centre also features a unique panoramic view from the 7th floor where the buffet breakfast is served. Guests have free access to the fitness centre which is open daily. Ideally located in the city centre, the hotel provides a perfect starting point for discovering Strasbourg, a city with a tremendous historical, cultural and culinary heritage. The train station is a 5-minute walk from the hotel. ","25 Rue Thomann, 67000 Strasbourg, France",48.58484326,7.74543241
875,CityCosy-Strasbourg : Arcades Kleber,https://www.booking.com/hotel/fr/citycosy-strasbourg-arcades-kleber.html,Strasbourg,7.0,"Situated in the centre of Strasbourg, 300 m from Strasbourg Cathedral and 1.3 km from St. Paul's Church, CityCosy-Strasbourg: Arcades Kleber offers free WiFi. This apartment is 400 m from Strasbourg History Museum and 2.9 km from European Parliament. This apartment features 1 bedroom, a kitchen with a fridge and an oven, a TV, a seating area and 1 bathroom fitted with a bath. Towels and bed linen are available in the apartment. Jardin botanique de l'Université de Strasbourg is 1.7 km from the apartment, while Strasbourg Exhibition Centre is 2.7 km from the property. The nearest airport is Strasbourg International Airport, 12 km from CityCosy-Strasbourg: Arcades Kleber. ","16 Rue du Vieux Marché aux Grains, 67000 Strasbourg, France",48.58215410,7.74710490
876,Strasbourg Appart Rue du 22 Novembre,https://www.booking.com/hotel/fr/strasbourg-appart-rue-du-22-novembre.html,Strasbourg,8.0,"Featuring city views and free WiFi, Strasbourg Appart Rue du 22 Novembre features accommodation attractively set in the centre of Strasbourg, within a short distance of St. Paul's Church, Strasbourg History Museum and Strasbourg Cathedral. Featuring a kitchen with a fridge and an oven, each unit also comes with a satellite flat-screen TV, ironing facilities, wardrobe and a seating area with a sofa bed. There is a fully equipped private bathroom with bath and a hairdryer. Jardin botanique de l'Université de Strasbourg is 3.2 km from the apartment, while Strasbourg Exhibition Centre is 3.4 km from the property. The nearest airport is Strasbourg International Airport, 11 km from Strasbourg Appart Rue du 22 Novembre. ","30 RUE DU 22 NOVEMBRE, 67000 Strasbourg, France",48.58254364,7.74379355
877,Best place Strasbourg- Emplacement N°=1 - Appartement touristique atypique rare avec terrasse en roof-top - Hypercentre Cathédrale - Parking à 150m,https://www.booking.com/hotel/fr/best-place-strasbourg-emplacement-ndeg-1-appartement-touristique-atypique-rare-a.html,Strasbourg,,"Situated 300 m from Strasbourg Cathedral and 1.2 km from St. Paul's Church, Best place Strasbourg- Emplacement N°=1 - Appartement touristique atypique rare avec terrasse en roof-top - Hypercentre Cathédrale - Parking à 150 m offers accommodation right in the heart of Strasbourg. This apartment is 400 m from Strasbourg History Museum and 2.9 km from European Parliament. Offering direct access to a terrace, the apartment consists of 2 bedrooms and a fully equipped kitchen. A flat-screen TV is available. Jardin botanique de l'Université de Strasbourg is 1.7 km from the apartment, while Strasbourg Exhibition Centre is 2.7 km from the property. The nearest airport is Strasbourg International Airport, 12 km from Best place Strasbourg- Emplacement N°=1 - Appartement touristique atypique rare avec terrasse en roof-top - Hypercentre Cathédrale - Parking à 150 m. ","57 Rue des Grandes Arcades, 67000 Strasbourg, France",48.58242558,7.74775347
878,Citadines Kléber Strasbourg,https://www.booking.com/hotel/fr/citadines-aparthotel-strasbourg.html,Strasbourg,8.2,"Located next to Place Kléber, this Citadines Apart'hotel is just a 10-minute walk from Strasbourg SNCF Train Station. It offers fully-furnished apartments serviced by an elevator and equipped with free Wi-Fi access. Apartments at the Citadines Apart'hotel Strasbourg Kléber feature a flat-screen TV, DVD player and desk in the seating area. They each have a kitchenette equipped with a microwave, fridge and dishwasher and linen and towels are provided. Guests can enjoy a buffet breakfast served each morning in the hotel’s breakfast room. Private parking is available on site at an additional cost. The hotel also has a launderette and offers a dry-cleaning service. Strasbourg Cathedral and the Petite France area of the city are a 5-minute walk from the aparthotel. The Alsace Museum is 750 m away. ","50-54 Rue Du Jeu Des Enfants, 67000 Strasbourg, France",48.58384564,7.74342477
879,Bleu Mésange - 2 Bedrooms and 2 Bathrooms,https://www.booking.com/hotel/fr/bleu-mesange-strasbourg.html,Strasbourg,8.9,"Right in the centre of Strasbourg, Bleu Mésange - 2 Bedrooms and 2 Bathrooms has city views from the balcony. The 4-star apartment is 500 m from Strasbourg Cathedral. Boasting a DVD player, the apartment has a kitchen with a fridge, an oven and a dishwasher, a living room with a seating area and a dining area, 2 bedrooms, and 2 bathrooms with a shower and a bath. Towels and bed linen are offered in the apartment. Popular points of interest near the apartment include St. Paul's Church, Jardin botanique de l'Université de Strasbourg and Strasbourg History Museum. The nearest airport is Strasbourg International Airport, 12 km from Bleu Mésange - 2 Bedrooms and 2 Bathrooms. ","13 Rue de la Mésange, 67000 Strasbourg, France",48.58446600,7.74782900
880,Studio La Mésange,https://www.booking.com/hotel/fr/studio-la-mesange.html,Strasbourg,8.8,"Located 200 m from Strasbourg Christmas Market, Studio la mésange offers pet-friendly accommodation in Strasbourg. The property is 300 m from Strasbourg Cathedral and private parking is featured at an extra cost. Free WiFi is offered throughout the property. The kitchen is fitted with an oven, a microwave and a fridge, as well as a coffee machine and a kettle. A flat-screen TV with satellite channels and Blu-ray player is provided. There is a private bathroom with a bath or shower. Strasburg History Museum is 500 m from Studio la mésange, while The 'Petite France' is 700 m away. The nearest airport is Strasbourg International Airport, 10 km from Studio la mésange. ","13 rue de la mésange, 67000 Strasbourg, France",48.58437209,7.74795507
881,"Chez Chris, studio cosy hypercentre",https://www.booking.com/hotel/fr/chez-chris-studio-cosy-hypercentre.html,Strasbourg,9.0,"Located in the centre of Strasbourg, 1.5 km from St. Paul's Church and 600 m from Strasbourg History Museum, Chez Chris, studio cosy hypercentre offers free WiFi. This apartment is 3.5 km from Strasbourg Exhibition Centre and 3.7 km from European Parliament. This apartment is equipped with 1 bedroom, a flat-screen TV, and a kitchenette. Strasbourg Cathedral is 600 m from the apartment, while Jardin botanique de l'Université de Strasbourg is 2 km away. The nearest airport is Strasbourg International Airport, 11 km from Chez Chris, studio cosy hypercentre. ","3 Rue du Savon, 67000 Strasbourg, France",48.58186090,7.74445190
882,Sofitel Strasbourg Grande Ile,https://www.booking.com/hotel/fr/sofitel-strasbourg.html,Strasbourg,7.9,"Situated on Grande Ile, the historic centre of Strasbourg, this luxurious Sofitel offers guestrooms with Sofitel MyBeds, flat-screen TVs and unlimited Wi-Fi internet access. Guests can enjoy French cuisine prepared with local and seasonal produce and sample regional fine wines in the hotel's restaurant. Le Link lounge bar offers a selection of cocktails and champagnes. Facilities at the Sofitel Strasbourg Grande Ile include a fitness centre and meeting rooms. The Sofitel Grande Ile is located near the train station, the historic district of La Petite France and the city’s finest monuments, museums and boutiques. ","Place Saint Pierre Le Jeune, 67000 Strasbourg, France",48.58518658,7.74627730
883,Goodtime Apartments Strasbourg,https://www.booking.com/hotel/fr/time-opera-strasbourg.html,Strasbourg,8.9,"Located 400 m from Strasbourg Cathedral and 1.1 km from St. Paul's Church, Goodtime Apartments Strasbourg in Strasbourg provides air-conditioned accommodation with views of the city and free WiFi. The units come with parquet floors and feature a fully equipped kitchen with a fridge, a dining area, a flat-screen TV with satellite channels, and a private bathroom with shower and a hairdryer. A microwave, a stovetop and toaster are also featured, as well as a coffee machine and a kettle. Jardin botanique de l'Université de Strasbourg is 1.6 km from the apartment, while Strasbourg Exhibition Centre is 2.8 km away. The nearest airport is Strasbourg International Airport, 12 km from Goodtime Apartments Strasbourg. ","26 Rue de la Mésange, 67000 Strasbourg, France",48.58427244,7.74827471
884,HANNONG Hotel & Wine Bar,https://www.booking.com/hotel/fr/tihannong.html,Strasbourg,8.6,"The Hannong Hotel is located in the heart of Strasbourg, just a 5-minute walk from the TGV train station, Petite France district and the Cathedral. It offers free Wi-Fi access. Guest rooms at the Hannong are air conditioned and soundproofed. They are equipped with hardwood floors, European designed furniture, satellite TV and each have a private bathroom with a bath or shower. A breakfast buffet is served every morning in the Hannong’s breakfast room. It includes hot drinks, handmade bread and French pastries, local products, jams and juices. Guests can enjoy a drink at the wine bar in the glass ceiling salon or on the large terrace. Hotel Hannong is just 100 m from the Tramway Central Station, Place de l'Homme de Fer. Strasbourg Train Station is a 9-minute walk from the property. ","15, rue du 22 Novembre, 67000 Strasbourg, France",48.58279611,7.74312839
885,Le Majestueux - en bail mobilité,https://www.booking.com/hotel/fr/le-majestueux-en-bail-mobilite.html,St Malo,,"Situated in Saint Malo, 300 m from Bon Secours Beach, 500 m from Eventail Beach and 500 m from Mole Beach, Le Majestueux - en bail mobilité features accommodation with a balcony and free WiFi. This apartment is 1.1 km from National Fort and 2.6 km from Solidor Tower. The apartment consists of 4 bedrooms, a living room, a fully equipped kitchen with a fridge and a kettle, and 4 bathrooms with a shower and free toiletries. Towels and bed linen are offered in the apartment. Popular points of interest near the apartment include Grand Bé, Palais du Grand Large and Casino Barrière Saint-Malo. The nearest airport is Jersey Airport, 71 km from Le Majestueux - en bail mobilité. ","1 rue de la Blatrerie, Intra Muros, 35400 Saint Malo, France",48.64968510,-2.02518700
886,L'Aurore by Cocoonr,https://www.booking.com/hotel/fr/l-39-aurore-saint-malo123456789101112131415161718192021222324252627.html,St Malo,8.3,"Situated in the centre of Saint Malo, 400 m from Bon Secours Beach and 400 m from Eventail Beach, L'Aurore by Cocoonr offers free WiFi. This apartment is 600 m from Casino Barrière Saint-Malo and 1 km from National Fort. The apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a fridge and a coffee machine, and 1 bathroom with a shower and a hairdryer. A flat-screen TV is available. Popular points of interest near the apartment include Sillon Beach, Grand Bé and Palais du Grand Large. The nearest airport is Jersey Airport, 71 km from L'Aurore by Cocoonr. ","11 Rue Porcon de la Barbinais, Intra Muros, 35400 Saint Malo, France",48.64968100,-2.02487100
887,Jacques Melchior,https://www.booking.com/hotel/fr/jacques-melchior.html,St Malo,9.7,"Offering free WiFi and city views, Jacques Melchior is an accommodation set right in the centre of Saint Malo, just 300 m from Bon Secours Beach and 400 m from Mole Beach. The 3-star apartment is 500 m from Eventail Beach. Boasting a Blu-ray player, the apartment has a kitchen with a fridge, an oven and a dishwasher, a living room with a seating area and a dining area, 2 bedrooms, and 1 bathroom with a shower and a bath. A flat-screen TV and DVD player, as well as a CD player and an iPod docking station are offered. A casino is available on site and both hiking and fishing can be enjoyed within close proximity of the apartment. Popular points of interest near Jacques Melchior include Grand Bé, Palais du Grand Large and Casino Barrière Saint-Malo. The nearest airport is Jersey Airport, 71 km from the accommodation. ","2 Rue Porcon de la Barbinais, Intra Muros, 35400 Saint Malo, France",48.64899200,-2.02562600
888,Le Pilo,https://www.booking.com/hotel/fr/le-pilori.html,St Malo,9.6,"Set in the centre of Saint Malo, just 300 m from Bon Secours Beach and 400 m from Mole Beach, Le Pilo offers accommodation with city views and free WiFi. This apartment is 700 m from Casino Barrière Saint-Malo and 1.1 km from National Fort. The apartment consists of 2 bedrooms, a living room, a fully equipped kitchen with a fridge and a coffee machine, and 1 bathroom with a shower and a hairdryer. Towels and bed linen are featured in the apartment. Popular points of interest near the apartment include Eventail Beach, Grand Bé and Palais du Grand Large. The nearest airport is Jersey Airport, 71 km from Le Pilo. ","2 Rue Porcon de la Barbinais, Intra Muros, 35400 Saint Malo, France",48.64899200,-2.02562580
889,Hôtel Cartier,https://www.booking.com/hotel/fr/cartier.html,St Malo,7.4,"Situated within the fortified walls of Saint-Malo, the Hotel Cartier is just 280 m from Saint-Malo Marina and 500 m from the beach and the English channel. It features a modern décor and air-conditioned guest rooms with free internet access. Flat-screen TVs with Canal+ satellite channels are provided in all of the soundproofed rooms. The guest rooms offer en suite bathrooms and carpet flooring. A buffet-style breakfast can be enjoyed every morning in the hotel's breakfast area or in the comfort of your room. Saint-Malo Cathedral is 120 m from the hotel. The Saint-Malo Train Station is a 5-minute drive away. ","1, Rue de la Corne de Cerf, Intra Muros, 35400 Saint Malo, France",48.65001325,-2.02483177
